Year,CountryOfNationality,TotalStudy
2008 Q2,Tuvalu,0
2008 Q2,Uganda,61
2008 Q2,Ukraine,75
2008 Q2,United Arab Emirates,127
2008 Q2,United States,"2,161"
2008 Q2,Uruguay,11
2008 Q2,Uzbekistan,113
2008 Q2,Vanuatu,0
2008 Q2,Vatican City,0
2008 Q2,Venezuela,202
2008 Q2,Vietnam,265
2008 Q2,Virgin Islands (British),0
2008 Q2,Virgin Islands (US),0
2008 Q2,Wallis and Futuna,0
2008 Q2,Western Sahara,0
2008 Q2,Yemen,47
2008 Q2,Zambia,27
2008 Q2,Zimbabwe,76
2008 Q3,Afghanistan,56
2008 Q3,Albania,161
2008 Q3,Algeria,124
2008 Q3,American Samoa,0
2008 Q3,Andorra,1
2008 Q3,Angola,117
2008 Q3,Anguilla (British),0
2008 Q3,Antigua and Barbuda,25
2008 Q3,Argentina,91
2008 Q3,Armenia,57
2008 Q3,Aruba,0
2008 Q3,Australia,705
2008 Q3,Austria,0
2008 Q3,Azerbaijan,160
2008 Q3,"Bahamas, The",43
2008 Q3,Bahrain,515
2008 Q3,Bangladesh,"1,492"
2008 Q3,Barbados,102
2008 Q3,Belarus,132
2008 Q3,Belgium,0
2008 Q3,Belize,11
2008 Q3,Benin,10
2008 Q3,Bermuda (British),0
2008 Q3,Bhutan,11
2008 Q3,Bolivia,41
2008 Q3,"Bonaire, Sint Eustatius and Saba",0
2008 Q3,Bosnia and Herzegovina,46
2008 Q3,Botswana,265
2008 Q3,Brazil,"1,421"
2008 Q3,British overseas citizens,8
2008 Q3,Brunei,965
2008 Q3,Bulgaria,1
2008 Q3,Burkina,11
2008 Q3,Burma,128
2008 Q3,Burundi,4
2008 Q3,Cambodia,17
2008 Q3,Cameroon,108
2008 Q3,Canada,"2,704"
2008 Q3,Cape Verde,8
2008 Q3,Cayman Islands (British),1
2008 Q3,Central African Republic,2
2008 Q3,Chad,3
2008 Q3,Chile,228
2008 Q3,China,"17,480"
2008 Q3,Christmas Island,0
2008 Q3,Cocos (Keeling) Islands,0
2008 Q3,Colombia,"1,538"
2008 Q3,Comoros,0
2008 Q3,Congo,20
2008 Q3,Congo (Democratic Republic),25
2008 Q3,Cook Islands,0
2008 Q3,Costa Rica,27
2008 Q3,Croatia,132
2008 Q3,Cuba,15
2008 Q3,Curacao,0
2008 Q3,Cyprus,15
2008 Q3,Cyprus (Northern part of),0
2008 Q3,Czech Republic,0
2008 Q3,Denmark,0
2008 Q3,Djibouti,1
2008 Q3,Dominica,9
2008 Q3,Dominican Republic,24
2008 Q3,East Timor,0
2008 Q3,Ecuador,124
2008 Q3,Egypt,683
2008 Q3,El Salvador,5
2008 Q3,Equatorial Guinea,1
2008 Q3,Eritrea,3
2008 Q3,Estonia,0
2008 Q3,Ethiopia,75
2008 Q3,Falkland Islands (British),0
2008 Q3,Faroe Islands,0
2008 Q3,Fiji,9
2008 Q3,Finland,0
2008 Q3,Former Yugoslavia,175
2008 Q3,France,0
2008 Q3,French Guiana,0
2008 Q3,French Polynesia,0
2008 Q3,Gabon,5
2008 Q3,"Gambia, The",238
2008 Q3,Georgia,213
2008 Q3,Germany,0
2008 Q3,Ghana,587
2008 Q3,Gibraltar (British),0
2008 Q3,Greece,0
2008 Q3,Greenland,0
2008 Q3,Grenada,23
2008 Q3,Guadeloupe,0
2008 Q3,Guam,0
2008 Q3,Guatemala,12
2008 Q3,Guinea,20
2008 Q3,Guinea-Bissau,2
2008 Q3,Guyana,36
2008 Q3,Haiti,5
2008 Q3,Heard Island and McDonald Islands,0
2008 Q3,Honduras,6
2008 Q3,Hong Kong,"4,779"
2008 Q3,Hungary,0
2008 Q3,Iceland,1
2008 Q3,India,"17,641"
2008 Q3,Indonesia,592
2008 Q3,Iran,"1,350"
2008 Q3,Iraq,224
2008 Q3,Ireland,0
2008 Q3,Israel,198
2008 Q3,Italy,1
2008 Q3,Ivory Coast,23
2008 Q3,Jamaica,102
2008 Q3,Japan,"2,691"
2008 Q3,Jordan,569
2008 Q3,Kazakhstan,"1,325"
2008 Q3,Kenya,723
2008 Q3,Kiribati,0
2008 Q3,Korea (North),2
2008 Q3,Korea (South),"2,880"
2008 Q3,Kosovo,2
2008 Q3,Kuwait,964
2008 Q3,Kyrgyzstan,84
2008 Q3,Laos,4
2008 Q3,Latvia,0
2008 Q3,Lebanon,212
2008 Q3,Lesotho,5
2008 Q3,Liberia,7
2008 Q3,Libya,"2,896"
2008 Q3,Liechtenstein,0
2008 Q3,Lithuania,0
2008 Q3,Luxembourg,0
2008 Q3,Macau,97
2008 Q3,Macedonia,47
2008 Q3,Madagascar,12
2008 Q3,Malawi,165
2008 Q3,Malaysia,"4,747"
2008 Q3,Maldives,81
2008 Q3,Mali,11
2008 Q3,Malta,0
2008 Q3,Marshall Islands,0
2008 Q3,Martinique,0
2008 Q3,Mauritania,8
2008 Q3,Mauritius,550
2008 Q3,Mayotte,0
2008 Q3,Mexico,951
2008 Q3,Micronesia,0
2008 Q3,Moldova,58
2008 Q3,Monaco,4
2008 Q3,Mongolia,144
2008 Q3,Montenegro,24
2008 Q3,Montserrat (British),0
2008 Q3,Morocco,157
2008 Q3,Mozambique,22
2008 Q3,Namibia,19
2008 Q3,Nauru,0
2008 Q3,Nepal,279
2008 Q3,Netherlands,0
2008 Q3,Netherlands Antilles,0
2008 Q3,New Caledonia,0
2008 Q3,New Zealand,162
2008 Q3,Nicaragua,6
2008 Q3,Niger,3
2008 Q3,Nigeria,"5,998"
2008 Q3,Niue,0
2008 Q3,Norfolk Island,0
2008 Q3,Northern Mariana Islands,0
2008 Q3,Norway,1
2008 Q3,Occupied Palestinian Territories,112
2008 Q3,Oman,848
2008 Q3,Other and unknown,100
2008 Q3,Pakistan,"4,702"
2008 Q3,Palau,0
2008 Q3,Panama,26
2008 Q3,Papua New Guinea,21
2008 Q3,Paraguay,8
2008 Q3,Peru,151
2008 Q3,Philippines,"1,905"
2008 Q3,Pitcairn Islands (British),0
2008 Q3,Poland,1
2008 Q3,Portugal,0
2008 Q3,Puerto Rico,0
2008 Q3,Qatar,814
2008 Q3,Refugee,21
2008 Q3,Reunion,0
2008 Q3,Romania,2
2008 Q3,Russia,"2,624"
2008 Q3,Rwanda,49
2008 Q3,Samoa,0
2008 Q3,San Marino,0
2008 Q3,Sao Tome and Principe,3
2008 Q3,Saudi Arabia,"6,205"
2008 Q3,Senegal,71
2008 Q3,Serbia,14
2008 Q3,Serbia and Montenegro,0
2008 Q3,Seychelles,35
2008 Q3,Sierra Leone,85
2008 Q3,Singapore,"1,118"
2008 Q3,Slovakia,0
2008 Q3,Slovenia,0
2008 Q3,Solomon Islands,6
2008 Q3,Somalia,2
2008 Q3,South Africa,363
2008 Q3,South Georgia and South Sandwich Islands,0
2008 Q3,Spain,0
2008 Q3,Sri Lanka,"1,900"
2008 Q3,St. Helena (British),0
2008 Q3,St. Kitts and Nevis,10
2008 Q3,St. Lucia,54
2008 Q3,St. Maarten (Dutch Part),0
2008 Q3,St. Martin (French Part),0
2008 Q3,St. Pierre and Miquelon,0
2008 Q3,St. Vincent and the Grenadines,25
2008 Q3,Stateless,8
2008 Q3,Sudan,179
2008 Q3,Sudan (South),0
2008 Q3,Surinam,3
2008 Q3,Svalbard and Jan Mayen,0
2008 Q3,Swaziland,7
2008 Q3,Sweden,0
2008 Q3,Switzerland,0
2008 Q3,Syria,215
2008 Q3,Taiwan,"2,488"
2008 Q3,Tajikistan,38
2008 Q3,Tanzania,480
2008 Q3,Thailand,"2,095"
2008 Q3,Togo,8
2008 Q3,Tokelau,0
2008 Q3,Tonga,2
2008 Q3,Trinidad and Tobago,291
2008 Q3,Tunisia,45
2008 Q3,Turkey,"2,675"
2008 Q3,Turkmenistan,104
2008 Q3,Turks and Caicos Islands (British),0
2008 Q3,Tuvalu,0
2008 Q3,Uganda,440
2008 Q3,Ukraine,560
2008 Q3,United Arab Emirates,653
2008 Q3,United States,"9,045"
2008 Q3,Uruguay,20
2008 Q3,Uzbekistan,161
2008 Q3,Vanuatu,0
2008 Q3,Vatican City,0
2008 Q3,Venezuela,397
2008 Q3,Vietnam,"1,248"
2008 Q3,Virgin Islands (British),0
2008 Q3,Virgin Islands (US),0
2008 Q3,Wallis and Futuna,0
2008 Q3,Western Sahara,0
2008 Q3,Yemen,144
2008 Q3,Zambia,227
2008 Q3,Zimbabwe,170
2008 Q4,Afghanistan,13
2008 Q4,Albania,47
2008 Q4,Algeria,69
2008 Q4,American Samoa,0
2008 Q4,Andorra,0
2008 Q4,Angola,36
2008 Q4,Anguilla (British),0
2008 Q4,Antigua and Barbuda,4
2008 Q4,Argentina,43
2008 Q4,Armenia,21
2008 Q4,Aruba,0
2008 Q4,Australia,168
2008 Q4,Austria,0
2008 Q4,Azerbaijan,40
2008 Q4,"Bahamas, The",14
2008 Q4,Bahrain,72
2008 Q4,Bangladesh,762
2008 Q4,Barbados,14
2008 Q4,Belarus,28
2008 Q4,Belgium,0
2008 Q4,Belize,2
2008 Q4,Benin,5
2008 Q4,Bermuda (British),0
2008 Q4,Bhutan,0
2008 Q4,Bolivia,18
2008 Q4,"Bonaire, Sint Eustatius and Saba",0
2008 Q4,Bosnia and Herzegovina,9
2008 Q4,Botswana,29
2008 Q4,Brazil,"1,016"
2008 Q4,British overseas citizens,3
2008 Q4,Brunei,67
2008 Q4,Bulgaria,0
2008 Q4,Burkina,5
2008 Q4,Burma,85
2008 Q4,Burundi,1
2008 Q4,Cambodia,9
2008 Q4,Cameroon,76
2008 Q4,Canada,299
2008 Q4,Cape Verde,0
2008 Q4,Cayman Islands (British),0
2008 Q4,Central African Republic,1
2008 Q4,Chad,0
2008 Q4,Chile,85
2008 Q4,China,"2,189"
2008 Q4,Christmas Island,0
2008 Q4,Cocos (Keeling) Islands,0
2008 Q4,Colombia,"1,534"
2008 Q4,Comoros,0
2008 Q4,Congo,19
2008 Q4,Congo (Democratic Republic),10
2008 Q4,Cook Islands,0
2008 Q4,Costa Rica,3
2008 Q4,Croatia,24
2008 Q4,Cuba,5
2008 Q4,Curacao,0
2008 Q4,Cyprus,1
2008 Q4,Cyprus (Northern part of),0
2008 Q4,Czech Republic,0
2008 Q4,Denmark,0
2008 Q4,Djibouti,2
2008 Q4,Dominica,6
2008 Q4,Dominican Republic,11
2008 Q4,East Timor,2
2008 Q4,Ecuador,82
2008 Q4,Egypt,197
2008 Q4,El Salvador,1
2008 Q4,Equatorial Guinea,2
2008 Q4,Eritrea,0
2008 Q4,Estonia,0
2008 Q4,Ethiopia,25
2008 Q4,Falkland Islands (British),0
2008 Q4,Faroe Islands,0
2008 Q4,Fiji,9
2008 Q4,Finland,0
2008 Q4,Former Yugoslavia,58
2008 Q4,France,0
2008 Q4,French Guiana,0
2008 Q4,French Polynesia,0
2008 Q4,Gabon,6
2008 Q4,"Gambia, The",104
2008 Q4,Georgia,113
2008 Q4,Germany,0
2008 Q4,Ghana,162
2008 Q4,Gibraltar (British),0
2008 Q4,Greece,0
2008 Q4,Greenland,0
2008 Q4,Grenada,7
2008 Q4,Guadeloupe,0
2008 Q4,Guam,0
2008 Q4,Guatemala,6
2008 Q4,Guinea,9
2008 Q4,Guinea-Bissau,1
2008 Q4,Guyana,8
2008 Q4,Haiti,1
2008 Q4,Heard Island and McDonald Islands,0
2008 Q4,Honduras,1
2008 Q4,Hong Kong,303
2008 Q4,Hungary,0
2008 Q4,Iceland,0
2008 Q4,India,"4,890"
2008 Q4,Indonesia,137
2008 Q4,Iran,611
2008 Q4,Iraq,243
2008 Q4,Ireland,0
2008 Q4,Israel,74
2008 Q4,Italy,0
2008 Q4,Ivory Coast,21
2008 Q4,Jamaica,21
2008 Q4,Japan,575
2008 Q4,Jordan,164
2008 Q4,Kazakhstan,219
2008 Q4,Kenya,163
2008 Q4,Kiribati,0
2008 Q4,Korea (North),1
2008 Q4,Korea (South),"1,047"
2008 Q4,Kosovo,0
2008 Q4,Kuwait,220
2008 Q4,Kyrgyzstan,52
2008 Q4,Laos,0
2008 Q4,Latvia,0
2008 Q4,Lebanon,45
2008 Q4,Lesotho,2
2008 Q4,Liberia,2
2008 Q4,Libya,"1,326"
2008 Q4,Liechtenstein,0
2008 Q4,Lithuania,0
2008 Q4,Luxembourg,0
2008 Q4,Macau,12
2008 Q4,Macedonia,16
2008 Q4,Madagascar,3
2008 Q4,Malawi,55
2008 Q4,Malaysia,"1,003"
2008 Q4,Maldives,8
2008 Q4,Mali,6
2008 Q4,Malta,0
2008 Q4,Marshall Islands,0
2008 Q4,Martinique,0
2008 Q4,Mauritania,8
2008 Q4,Mauritius,156
2008 Q4,Mayotte,0
2008 Q4,Mexico,213
2008 Q4,Micronesia,0
2008 Q4,Moldova,19
2008 Q4,Monaco,0
2008 Q4,Mongolia,66
2008 Q4,Montenegro,6
2008 Q4,Montserrat (British),0
2008 Q4,Morocco,73
2008 Q4,Mozambique,5
2008 Q4,Namibia,6
2008 Q4,Nauru,0
2008 Q4,Nepal,145
2008 Q4,Netherlands,0
2008 Q4,Netherlands Antilles,0
2008 Q4,New Caledonia,0
2008 Q4,New Zealand,14
2008 Q4,Nicaragua,1
2008 Q4,Niger,3
2008 Q4,Nigeria,"1,826"
2008 Q4,Niue,0
2008 Q4,Norfolk Island,0
2008 Q4,Northern Mariana Islands,0
2008 Q4,Norway,0
2008 Q4,Occupied Palestinian Territories,41
2008 Q4,Oman,158
2008 Q4,Other and unknown,26
2008 Q4,Pakistan,"1,259"
2008 Q4,Palau,0
2008 Q4,Panama,12
2008 Q4,Papua New Guinea,1
2008 Q4,Paraguay,1
2008 Q4,Peru,130
2008 Q4,Philippines,"1,630"
2008 Q4,Pitcairn Islands (British),0
2008 Q4,Poland,0
2008 Q4,Portugal,0
2008 Q4,Puerto Rico,0
2008 Q4,Qatar,204
2008 Q4,Refugee,4
2008 Q4,Reunion,0
2008 Q4,Romania,0
2008 Q4,Russia,471
2008 Q4,Rwanda,6
2008 Q4,Samoa,0
2008 Q4,San Marino,0
2008 Q4,Sao Tome and Principe,0
2008 Q4,Saudi Arabia,"3,674"
2008 Q4,Senegal,27
2008 Q4,Serbia,9
2008 Q4,Serbia and Montenegro,0
2008 Q4,Seychelles,6
2008 Q4,Sierra Leone,34
2008 Q4,Singapore,99
2008 Q4,Slovakia,0
2008 Q4,Slovenia,0
2008 Q4,Solomon Islands,0
2008 Q4,Somalia,0
2008 Q4,South Africa,75
2008 Q4,South Georgia and South Sandwich Islands,0
2008 Q4,Spain,0
2008 Q4,Sri Lanka,885
2008 Q4,St. Helena (British),0
2008 Q4,St. Kitts and Nevis,2
2008 Q4,St. Lucia,5
2008 Q4,St. Maarten (Dutch Part),0
2008 Q4,St. Martin (French Part),0
2008 Q4,St. Pierre and Miquelon,0
2008 Q4,St. Vincent and the Grenadines,4
2008 Q4,Stateless,3
2008 Q4,Sudan,39
2008 Q4,Sudan (South),0
2008 Q4,Surinam,2
2008 Q4,Svalbard and Jan Mayen,0
2008 Q4,Swaziland,2
2008 Q4,Sweden,0
2008 Q4,Switzerland,0
2008 Q4,Syria,99
2008 Q4,Taiwan,362
2008 Q4,Tajikistan,8
2008 Q4,Tanzania,198
2008 Q4,Thailand,601
2008 Q4,Togo,3
2008 Q4,Tokelau,0
2008 Q4,Tonga,1
2008 Q4,Trinidad and Tobago,34
2008 Q4,Tunisia,16
2008 Q4,Turkey,"1,192"
2008 Q4,Turkmenistan,55
2008 Q4,Turks and Caicos Islands (British),0
2008 Q4,Tuvalu,0
2008 Q4,Uganda,102
2008 Q4,Ukraine,99
2008 Q4,United Arab Emirates,349
2008 Q4,United States,"2,708"
2008 Q4,Uruguay,4
2008 Q4,Uzbekistan,102
2008 Q4,Vanuatu,0
2008 Q4,Vatican City,0
2008 Q4,Venezuela,108
2008 Q4,Vietnam,244
2008 Q4,Virgin Islands (British),0
2008 Q4,Virgin Islands (US),0
2008 Q4,Wallis and Futuna,0
2008 Q4,Western Sahara,0
2008 Q4,Yemen,87
2008 Q4,Zambia,85
2008 Q4,Zimbabwe,49
2009 Q1,Afghanistan,20
2009 Q1,Albania,26
2009 Q1,Algeria,110
2009 Q1,American Samoa,0
2009 Q1,Andorra,0
2009 Q1,Angola,54
2009 Q1,Anguilla (British),0
2009 Q1,Antigua and Barbuda,0
2009 Q1,Argentina,29
2009 Q1,Armenia,11
2009 Q1,Aruba,0
2009 Q1,Australia,76
2009 Q1,Austria,0
2009 Q1,Azerbaijan,35
2009 Q1,"Bahamas, The",10
2009 Q1,Bahrain,38
2009 Q1,Bangladesh,"1,200"
2009 Q1,Barbados,7
2009 Q1,Belarus,7
2009 Q1,Belgium,0
2009 Q1,Belize,2
2009 Q1,Benin,6
2009 Q1,Bermuda (British),0
2009 Q1,Bhutan,5
2009 Q1,Bolivia,21
2009 Q1,"Bonaire, Sint Eustatius and Saba",0
2009 Q1,Bosnia and Herzegovina,19
2009 Q1,Botswana,26
2009 Q1,Brazil,909
2009 Q1,British overseas citizens,3
2009 Q1,Brunei,20
2009 Q1,Bulgaria,0
2009 Q1,Burkina,8
2009 Q1,Burma,90
2009 Q1,Burundi,1
2009 Q1,Cambodia,14
2009 Q1,Cameroon,98
2009 Q1,Canada,115
2009 Q1,Cape Verde,0
2009 Q1,Cayman Islands (British),0
2009 Q1,Central African Republic,2
2009 Q1,Chad,2
2009 Q1,Chile,42
2009 Q1,China,"2,102"
2009 Q1,Christmas Island,0
2009 Q1,Cocos (Keeling) Islands,0
2009 Q1,Colombia,"1,311"
2009 Q1,Comoros,1
2009 Q1,Congo,9
2009 Q1,Congo (Democratic Republic),6
2009 Q1,Cook Islands,0
2009 Q1,Costa Rica,4
2009 Q1,Croatia,18
2009 Q1,Cuba,4
2009 Q1,Curacao,0
2009 Q1,Cyprus,1
2009 Q1,Cyprus (Northern part of),0
2009 Q1,Czech Republic,0
2009 Q1,Denmark,0
2009 Q1,Djibouti,0
2009 Q1,Dominica,4
2009 Q1,Dominican Republic,9
2009 Q1,East Timor,0
2009 Q1,Ecuador,121
2009 Q1,Egypt,129
2009 Q1,El Salvador,0
2009 Q1,Equatorial Guinea,1
2009 Q1,Eritrea,3
2009 Q1,Estonia,0
2009 Q1,Ethiopia,6
2009 Q1,Falkland Islands (British),0
2009 Q1,Faroe Islands,0
2009 Q1,Fiji,1
2009 Q1,Finland,0
2009 Q1,Former Yugoslavia,37
2009 Q1,France,0
2009 Q1,French Guiana,0
2009 Q1,French Polynesia,0
2009 Q1,Gabon,8
2009 Q1,"Gambia, The",110
2009 Q1,Georgia,100
2009 Q1,Germany,0
2009 Q1,Ghana,123
2009 Q1,Gibraltar (British),0
2009 Q1,Greece,1
2009 Q1,Greenland,0
2009 Q1,Grenada,14
2009 Q1,Guadeloupe,0
2009 Q1,Guam,0
2009 Q1,Guatemala,2
2009 Q1,Guinea,7
2009 Q1,Guinea-Bissau,0
2009 Q1,Guyana,6
2009 Q1,Haiti,1
2009 Q1,Heard Island and McDonald Islands,0
2009 Q1,Honduras,0
2009 Q1,Hong Kong,173
2009 Q1,Hungary,0
2009 Q1,Iceland,0
2009 Q1,India,"7,792"
2009 Q1,Indonesia,55
2009 Q1,Iran,476
2009 Q1,Iraq,198
2009 Q1,Ireland,0
2009 Q1,Israel,38
2009 Q1,Italy,0
2009 Q1,Ivory Coast,15
2009 Q1,Jamaica,16
2009 Q1,Japan,756
2009 Q1,Jordan,135
2009 Q1,Kazakhstan,122
2009 Q1,Kenya,147
2009 Q1,Kiribati,0
2009 Q1,Korea (North),0
2009 Q1,Korea (South),"1,056"
2009 Q1,Kosovo,9
2009 Q1,Kuwait,205
2009 Q1,Kyrgyzstan,35
2009 Q1,Laos,0
2009 Q1,Latvia,0
2009 Q1,Lebanon,26
2009 Q1,Lesotho,1
2009 Q1,Liberia,4
2009 Q1,Libya,"1,390"
2009 Q1,Liechtenstein,0
2009 Q1,Lithuania,0
2009 Q1,Luxembourg,0
2009 Q1,Macau,8
2009 Q1,Macedonia,88
2009 Q1,Madagascar,3
2009 Q1,Malawi,56
2009 Q1,Malaysia,462
2009 Q1,Maldives,6
2009 Q1,Mali,5
2009 Q1,Malta,0
2009 Q1,Marshall Islands,0
2009 Q1,Martinique,0
2009 Q1,Mauritania,3
2009 Q1,Mauritius,111
2009 Q1,Mayotte,0
2009 Q1,Mexico,198
2009 Q1,Micronesia,0
2009 Q1,Moldova,5
2009 Q1,Monaco,1
2009 Q1,Mongolia,99
2009 Q1,Montenegro,6
2009 Q1,Montserrat (British),0
2009 Q1,Morocco,66
2009 Q1,Mozambique,1
2009 Q1,Namibia,6
2009 Q1,Nauru,0
2009 Q1,Nepal,210
2009 Q1,Netherlands,0
2009 Q1,Netherlands Antilles,0
2009 Q1,New Caledonia,0
2009 Q1,New Zealand,18
2009 Q1,Nicaragua,2
2009 Q1,Niger,3
2009 Q1,Nigeria,"1,683"
2009 Q1,Niue,1
2009 Q1,Norfolk Island,0
2009 Q1,Northern Mariana Islands,0
2009 Q1,Norway,0
2009 Q1,Occupied Palestinian Territories,39
2009 Q1,Oman,186
2009 Q1,Other and unknown,11
2009 Q1,Pakistan,"1,485"
2009 Q1,Palau,0
2009 Q1,Panama,3
2009 Q1,Papua New Guinea,0
2009 Q1,Paraguay,2
2009 Q1,Peru,59
2009 Q1,Philippines,"1,376"
2009 Q1,Pitcairn Islands (British),0
2009 Q1,Poland,0
2009 Q1,Portugal,0
2009 Q1,Puerto Rico,0
2009 Q1,Qatar,152
2009 Q1,Refugee,6
2009 Q1,Reunion,0
2009 Q1,Romania,0
2009 Q1,Russia,184
2009 Q1,Rwanda,5
2009 Q1,Samoa,0
2009 Q1,San Marino,0
2009 Q1,Sao Tome and Principe,1
2009 Q1,Saudi Arabia,"5,579"
2009 Q1,Senegal,22
2009 Q1,Serbia,25
2009 Q1,Serbia and Montenegro,0
2009 Q1,Seychelles,4
2009 Q1,Sierra Leone,22
2009 Q1,Singapore,30
2009 Q1,Slovakia,0
2009 Q1,Slovenia,0
2009 Q1,Solomon Islands,0
2009 Q1,Somalia,1
2009 Q1,South Africa,70
2009 Q1,South Georgia and South Sandwich Islands,0
2009 Q1,Spain,0
2009 Q1,Sri Lanka,884
2009 Q1,St. Helena (British),0
2009 Q1,St. Kitts and Nevis,0
2009 Q1,St. Lucia,10
2009 Q1,St. Maarten (Dutch Part),0
2009 Q1,St. Martin (French Part),0
2009 Q1,St. Pierre and Miquelon,0
2009 Q1,St. Vincent and the Grenadines,2
2009 Q1,Stateless,2
2009 Q1,Sudan,38
2009 Q1,Sudan (South),0
2009 Q1,Surinam,1
2009 Q1,Svalbard and Jan Mayen,0
2009 Q1,Swaziland,0
2009 Q1,Sweden,0
2009 Q1,Switzerland,0
2009 Q1,Syria,88
2009 Q1,Taiwan,323
2009 Q1,Tajikistan,4
2009 Q1,Tanzania,97
2009 Q1,Thailand,637
2009 Q1,Togo,4
2009 Q1,Tokelau,0
2009 Q1,Tonga,0
2009 Q1,Trinidad and Tobago,46
2009 Q1,Tunisia,23
2009 Q1,Turkey,"1,234"
2009 Q1,Turkmenistan,55
2009 Q1,Turks and Caicos Islands (British),0
2009 Q1,Tuvalu,0
2009 Q1,Uganda,84
2009 Q1,Ukraine,48
2009 Q1,United Arab Emirates,234
2009 Q1,United States,"1,180"
2009 Q1,Uruguay,5
2009 Q1,Uzbekistan,53
2009 Q1,Vanuatu,0
2009 Q1,Vatican City,0
2009 Q1,Venezuela,148
2009 Q1,Vietnam,175
2009 Q1,Virgin Islands (British),0
2009 Q1,Virgin Islands (US),0
2009 Q1,Wallis and Futuna,0
2009 Q1,Western Sahara,0
2009 Q1,Yemen,57
2009 Q1,Zambia,59
2009 Q1,Zimbabwe,28
2009 Q2,Afghanistan,13
2009 Q2,Albania,11
2009 Q2,Algeria,25
2009 Q2,American Samoa,0
2009 Q2,Andorra,0
2009 Q2,Angola,22
2009 Q2,Anguilla (British),0
2009 Q2,Antigua and Barbuda,0
2009 Q2,Argentina,9
2009 Q2,Armenia,4
2009 Q2,Aruba,0
2009 Q2,Australia,90
2009 Q2,Austria,0
2009 Q2,Azerbaijan,18
2009 Q2,"Bahamas, The",0
2009 Q2,Bahrain,27
2009 Q2,Bangladesh,979
2009 Q2,Barbados,5
2009 Q2,Belarus,17
2009 Q2,Belgium,0
2009 Q2,Belize,1
2009 Q2,Benin,2
2009 Q2,Bermuda (British),0
2009 Q2,Bhutan,0
2009 Q2,Bolivia,8
2009 Q2,"Bonaire, Sint Eustatius and Saba",0
2009 Q2,Bosnia and Herzegovina,10
2009 Q2,Botswana,2
2009 Q2,Brazil,397
2009 Q2,British overseas citizens,0
2009 Q2,Brunei,12
2009 Q2,Bulgaria,0
2009 Q2,Burkina,1
2009 Q2,Burma,62
2009 Q2,Burundi,1
2009 Q2,Cambodia,3
2009 Q2,Cameroon,36
2009 Q2,Canada,107
2009 Q2,Cape Verde,0
2009 Q2,Cayman Islands (British),0
2009 Q2,Central African Republic,0
2009 Q2,Chad,0
2009 Q2,Chile,25
2009 Q2,China,"5,523"
2009 Q2,Christmas Island,0
2009 Q2,Cocos (Keeling) Islands,0
2009 Q2,Colombia,599
2009 Q2,Comoros,1
2009 Q2,Congo,5
2009 Q2,Congo (Democratic Republic),7
2009 Q2,Cook Islands,0
2009 Q2,Costa Rica,1
2009 Q2,Croatia,12
2009 Q2,Cuba,3
2009 Q2,Curacao,0
2009 Q2,Cyprus,0
2009 Q2,Cyprus (Northern part of),0
2009 Q2,Czech Republic,0
2009 Q2,Denmark,0
2009 Q2,Djibouti,0
2009 Q2,Dominica,1
2009 Q2,Dominican Republic,3
2009 Q2,East Timor,0
2009 Q2,Ecuador,16
2009 Q2,Egypt,108
2009 Q2,El Salvador,1
2009 Q2,Equatorial Guinea,0
2009 Q2,Eritrea,0
2009 Q2,Estonia,0
2009 Q2,Ethiopia,6
2009 Q2,Falkland Islands (British),0
2009 Q2,Faroe Islands,0
2009 Q2,Fiji,0
2009 Q2,Finland,0
2009 Q2,Former Yugoslavia,10
2009 Q2,France,0
2009 Q2,French Guiana,0
2009 Q2,French Polynesia,0
2009 Q2,Gabon,0
2009 Q2,"Gambia, The",47
2009 Q2,Georgia,26
2009 Q2,Germany,0
2009 Q2,Ghana,70
2009 Q2,Gibraltar (British),0
2009 Q2,Greece,0
2009 Q2,Greenland,0
2009 Q2,Grenada,2
2009 Q2,Guadeloupe,0
2009 Q2,Guam,0
2009 Q2,Guatemala,0
2009 Q2,Guinea,3
2009 Q2,Guinea-Bissau,0
2009 Q2,Guyana,4
2009 Q2,Haiti,0
2009 Q2,Heard Island and McDonald Islands,0
2009 Q2,Honduras,0
2009 Q2,Hong Kong,152
2009 Q2,Hungary,0
2009 Q2,Iceland,0
2009 Q2,India,"3,880"
2009 Q2,Indonesia,61
2009 Q2,Iran,328
2009 Q2,Iraq,181
2009 Q2,Ireland,0
2009 Q2,Israel,28
2009 Q2,Italy,0
2009 Q2,Ivory Coast,7
2009 Q2,Jamaica,13
2009 Q2,Japan,"1,013"
2009 Q2,Jordan,97
2009 Q2,Kazakhstan,88
2009 Q2,Kenya,48
2009 Q2,Kiribati,0
2009 Q2,Korea (North),0
2009 Q2,Korea (South),841
2009 Q2,Kosovo,13
2009 Q2,Kuwait,153
2009 Q2,Kyrgyzstan,12
2009 Q2,Laos,0
2009 Q2,Latvia,0
2009 Q2,Lebanon,18
2009 Q2,Lesotho,0
2009 Q2,Liberia,2
2009 Q2,Libya,460
2009 Q2,Liechtenstein,0
2009 Q2,Lithuania,0
2009 Q2,Luxembourg,0
2009 Q2,Macau,8
2009 Q2,Macedonia,4
2009 Q2,Madagascar,1
2009 Q2,Malawi,16
2009 Q2,Malaysia,477
2009 Q2,Maldives,0
2009 Q2,Mali,5
2009 Q2,Malta,0
